strategy,fold,status,error,train_main_macro_f1,val_main_macro_f1,test_main_macro_f1,test_main_micro_f1,test_main_weighted_f1,test_accuracy,test_balanced_accuracy,test_macro_auc,test_loss,checkpoint_path,output_dir,trainable_params,total_params,trainable_ratio,train_f1_NORM,val_f1_NORM,test_f1_NORM,test_sensitivity_NORM,test_specificity_NORM,test_auc_NORM,train_f1_AMI,val_f1_AMI,test_f1_AMI,test_sensitivity_AMI,test_specificity_AMI,test_auc_AMI,train_f1_IMI,val_f1_IMI,test_f1_IMI,test_sensitivity_IMI,test_specificity_IMI,test_auc_IMI,train_f1_Lateral-involved MI,val_f1_Lateral-involved MI,test_f1_Lateral-involved MI,test_sensitivity_Lateral-involved MI,test_specificity_Lateral-involved MI,test_auc_Lateral-involved MI
no_pretrain,1,OK,,0.9887120960890297,0.988445432101476,0.8414013147604987,0.8619329388560157,0.8556217022683733,0.8619329388560157,0.8462507271808273,0.982036395316279,0.7517117870681326,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/no_pretrain/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/no_pretrain/fold_1,362052,362052,1.0,0.9939393939393939,0.992,0.8723404255319149,0.8723404255319149,0.9508196721311475,0.9838390884780839,0.9876160990712074,0.9938650306748467,0.7236842105263158,0.5670103092783505,1.0,0.986220769424189,0.9901153212520593,0.9869281045751634,0.9109947643979057,0.9456521739130435,0.9256965944272446,0.9883059631175124,0.983177570093458,0.9809885931558935,0.8585858585858586,1.0,0.933649289099526,0.9697797602453304
no_pretrain,2,OK,,0.9820430864225823,0.9947157637112025,0.880875602324143,0.8895463510848126,0.8878215188923976,0.8895463510848126,0.882771993445041,0.9728608363280518,0.6040993628828718,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/no_pretrain/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/no_pretrain/fold_2,362052,362052,1.0,0.992964824120603,1.0,0.9136690647482014,0.900709219858156,0.9726775956284153,0.9775219935666396,0.9829457364341085,1.0,0.8242424242424242,0.7010309278350515,1.0,0.9837063112899169,0.9793899422918384,0.9900990099009901,0.9047619047619048,0.9293478260869565,0.9287925696594427,0.9564207834163414,0.9728718428437793,0.9887640449438202,0.8808290155440415,1.0,0.9454976303317536,0.9737942570393087
no_pretrain,3,OK,,0.99130887909243,0.9957478335896763,0.8815308746484226,0.8875739644970414,0.885604672695397,0.8875739644970414,0.8805601517622412,0.9700923695460766,0.7334443589404255,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/no_pretrain/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/no_pretrain/fold_3,362052,362052,1.0,0.9969727547931383,1.0,0.8937728937728938,0.8652482269503546,0.9726775956284153,0.9775995039336511,0.9937888198757764,0.9937888198757764,0.8313253012048193,0.711340206185567,1.0,0.9630374654262006,0.9885057471264368,0.9967213114754099,0.9015544041450777,0.9456521739130435,0.913312693498452,0.9511626733073093,0.9859681945743686,0.9924812030075187,0.8994708994708994,1.0,0.9549763033175356,0.9885698355171453
no_pretrain,4,OK,,0.9776831580302057,0.9963334927466921,0.8640522277035259,0.8698224852071006,0.8696972775918635,0.8698224852071006,0.8695749528723246,0.9750298029412108,0.7064016092223293,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/no_pretrain/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/no_pretrain/fold_4,362052,362052,1.0,0.9778672032193159,0.991869918699187,0.9057971014492754,0.8865248226950354,0.9726775956284153,0.9908731542843855,0.9907120743034056,1.0,0.8313253012048193,0.711340206185567,1.0,0.9530047774704551,0.9710982658959537,0.9934640522875817,0.8733153638814016,0.8804347826086957,0.9226006191950464,0.960980616502894,0.9710550887021475,1.0,0.845771144278607,1.0,0.9265402843601895,0.995260663507109
no_pretrain,5,OK,,0.9842642711338567,0.9872741329129274,0.8631615432735106,0.8717948717948718,0.8699572171210539,0.8717948717948718,0.8680820466603725,0.9705356943707637,0.6986353012937061,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/no_pretrain/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/no_pretrain/fold_5,362052,362052,1.0,0.9929789368104313,0.9838709677419355,0.8763250883392226,0.8794326241134752,0.9508196721311475,0.9704491725768322,0.9876160990712074,1.0,0.8072289156626506,0.6907216494845361,0.9951219512195122,0.9856675886346493,0.9826302729528535,0.9802631578947368,0.8972972972972973,0.9021739130434783,0.9380804953560371,0.95613474222641,0.9738317757009346,0.9849624060150376,0.8717948717948718,1.0,0.9407582938388626,0.9698912740451631
frozen_backbone,1,OK,,0.66296793684584,0.6916499546203208,0.5094084205786333,0.6153846153846154,0.5763835404861046,0.6153846153846154,0.5236724181504334,0.8424374286188442,0.8355671021595039,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/frozen_backbone/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/frozen_backbone/fold_1,17284,362052,0.04773899881784937,0.8022181146025879,0.8769230769230769,0.78419452887538,0.9148936170212766,0.8387978142076503,0.9626787582839205,0.6615853658536586,0.6826347305389222,0.562962962962963,0.3917525773195876,1.0,0.9753583102841338,0.6786551993745114,0.7382920110192838,0.6904761904761905,0.7880434782608695,0.718266253869969,0.8820332480818415,0.5094130675526024,0.46875,0.0,0.0,0.8933649289099526,0.5496793978254809
frozen_backbone,2,OK,,0.6672351056372308,0.7002184140638463,0.5346050504961545,0.6291913214990138,0.6012502861612323,0.6291913214990138,0.5420009559704748,0.872714993218618,0.7891946068764674,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/frozen_backbone/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/frozen_backbone/fold_2,17284,362052,0.04773899881784937,0.7967032967032966,0.8059701492537313,0.7624633431085044,0.9219858156028369,0.8087431693989071,0.961438592411735,0.6940639269406392,0.7570621468926554,0.5942028985507246,0.422680412371134,1.0,0.9795574553683681,0.6764705882352942,0.6888217522658611,0.7397959183673469,0.7880434782608695,0.804953560371517,0.8938282406784225,0.5017026106696936,0.5490196078431373,0.04195804195804196,0.03529411764705882,0.8696682464454977,0.6560356844159465
frozen_backbone,3,OK,,0.6192444639709698,0.6487324094103047,0.5272606547962092,0.6232741617357002,0.5957024331295396,0.6232741617357002,0.5404647321272463,0.7924238664140999,0.9476906191080045,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/frozen_backbone/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/frozen_backbone/fold_3,17284,362052,0.04773899881784937,0.7868252516010978,0.7955390334572491,0.6614583333333334,0.900709219858156,0.6830601092896175,0.9347362709762432,0.6325036603221084,0.7159090909090909,0.6620689655172414,0.4948453608247423,1.0,0.9834800100578326,0.6501547987616099,0.6685878962536023,0.7855153203342619,0.7663043478260869,0.8947368421052632,0.871718939291964,0.40749414519906324,0.4148936170212766,0.0,0.0,0.9028436018957346,0.3797602453303596
frozen_backbone,4,OK,,0.6681537617776745,0.6728164169740818,0.5258160640016399,0.6252465483234714,0.5894257921899603,0.6252465483234714,0.5365834541327713,0.8584730021208762,0.8231652477789208,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/frozen_backbone/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/frozen_backbone/fold_4,17284,362052,0.04773899881784937,0.7830882352941176,0.8208955223880597,0.8275862068965517,0.9361702127659575,0.8743169398907104,0.9566329496570166,0.7275362318840579,0.6740331491712708,0.60431654676259,0.4329896907216495,1.0,0.9805380940407342,0.6718628215120811,0.7142857142857143,0.6713615023474179,0.7771739130434783,0.6934984520123839,0.8708776416745189,0.4901277584204414,0.48205128205128206,0.0,0.0,0.8933649289099526,0.625843323111235
frozen_backbone,5,OK,,0.6743501113357582,0.6795640216987731,0.5108151476688203,0.6055226824457594,0.578498659494262,0.6055226824457594,0.5152459619608928,0.8212602144242739,0.8664752977957152,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/frozen_backbone/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/frozen_backbone/fold_5,17284,362052,0.04773899881784937,0.8,0.8503937007874016,0.8050314465408805,0.9078014184397163,0.8661202185792349,0.9610801069643065,0.696319018404908,0.6705202312138728,0.5522388059701493,0.38144329896907214,1.0,0.9844355041488559,0.6713395638629284,0.7303370786516854,0.6859903381642513,0.7717391304347826,0.7275541795665634,0.8755720823798627,0.5297418630751964,0.467005076142132,0.0,0.0,0.8507109004739336,0.46395316420407023
partial_finetune,1,OK,,0.923177637309895,0.9458376604670641,0.7219168474299099,0.7495069033530573,0.7467290089100311,0.7495069033530573,0.6990172925984913,0.9493248135038351,0.6784141141282031,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/partial_finetune/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/partial_finetune/fold_1,299268,362052,0.8265884458586059,0.9429429429429429,0.9879518072289156,0.8698884758364313,0.8297872340425532,0.9699453551912568,0.9809324497151494,0.928125,0.9333333333333333,0.8098159509202454,0.6804123711340206,1.0,0.9690218757857681,0.9139072847682119,0.9493670886075949,0.7546296296296297,0.8858695652173914,0.7368421052631579,0.9300881679903081,0.907735321528425,0.9126984126984127,0.4533333333333333,0.4,0.9265402843601895,0.9172567605241149
partial_finetune,2,OK,,0.9156346943129231,0.9492507281943745,0.7842643167645897,0.8067061143984221,0.8013653709889653,0.8067061143984221,0.7618329419038852,0.9621723816350836,0.6219861609842885,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/partial_finetune/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/partial_finetune/fold_2,299268,362052,0.8265884458586059,0.9347826086956522,0.940677966101695,0.8960573476702509,0.8865248226950354,0.9644808743169399,0.9713986745727241,0.9318885448916409,0.9696969696969697,0.8786127167630058,0.7835051546391752,1.0,0.9630877545888861,0.9063545150501672,0.9400630914826499,0.7971698113207547,0.9184782608695652,0.7801857585139319,0.9528705074707229,0.8895131086142322,0.9465648854961832,0.5652173913043478,0.4588235294117647,0.966824644549763,0.9613325899080011
partial_finetune,3,OK,,0.9196155346060415,0.9169078150572476,0.6676109383599182,0.7396449704142012,0.7159404202455184,0.7396449704142012,0.6628740154425065,0.9538859142127166,0.6234998724752159,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/partial_finetune/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/partial_finetune/fold_3,299268,362052,0.8265884458586059,0.9311023622047244,0.9451476793248945,0.9219330855018587,0.8794326241134752,0.9890710382513661,0.9893810797194125,0.9374045801526718,0.9316770186335404,0.8520710059171598,0.7422680412371134,1.0,0.9931355292934372,0.9109075770191507,0.9063444108761329,0.748898678414097,0.9239130434782609,0.6904024767801857,0.9425057208237987,0.8990476190476191,0.8844621513944223,0.14754098360655737,0.10588235294117647,0.933649289099526,0.890521327014218
partial_finetune,4,OK,,0.902736329118684,0.9285505390114432,0.731376965577483,0.7672583826429981,0.7590884073513627,0.7672583826429981,0.7107198281431649,0.9658674844509016,0.6042392063129113,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/partial_finetune/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/partial_finetune/fold_4,299268,362052,0.8265884458586059,0.9304174950298211,0.9411764705882353,0.8962962962962963,0.8581560283687943,0.9781420765027322,0.9728713715459443,0.9171779141104295,0.9132947976878613,0.8520710059171598,0.7422680412371134,1.0,0.9949207945687705,0.8946058091286307,0.9433962264150944,0.765375854214123,0.9130434782608695,0.7306501547987616,0.9552261407995692,0.8687440982058546,0.9163346613545816,0.4117647058823529,0.32941176470588235,0.9454976303317536,0.9404516308893226
partial_finetune,5,OK,,0.9120295971238499,0.9185017004881881,0.6668460435475941,0.7495069033530573,0.7224982039762285,0.7495069033530573,0.6594780891604569,0.9666376742561701,0.6466382016268002,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/partial_finetune/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/partial_finetune/fold_5,299268,362052,0.8265884458586059,0.9384920634920635,0.9294605809128631,0.9398496240601504,0.8865248226950354,1.0,0.9948261830019766,0.9345509893455098,0.9341317365269461,0.779874213836478,0.6391752577319587,1.0,0.9907719386472215,0.8929460580912864,0.9079754601226994,0.7837259100642399,0.9945652173913043,0.6904024767801857,0.9723381343384037,0.8821292775665399,0.9024390243902439,0.16393442622950818,0.11764705882352941,0.9360189573459715,0.9086144410370784
full_finetune,1,OK,,0.9959635442058918,0.9915922566750652,0.8691296962538916,0.8777120315581854,0.8755633408543276,0.8777120315581854,0.8717682176678715,0.9650595169921272,0.6144001294346251,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/full_finetune/fold_1/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/full_finetune/fold_1,362052,362052,1.0,1.0,0.9959839357429718,0.896797153024911,0.8936170212765957,0.9617486338797814,0.9927140255009108,0.9953488372093023,0.9878048780487805,0.8098159509202454,0.6804123711340206,1.0,0.9109630374654262,0.9950657894736842,0.9900990099009901,0.8936170212765957,0.9130434782608695,0.9256965944272446,0.9850249024094763,0.993439550140581,0.9924812030075187,0.8762886597938144,1.0,0.943127962085308,0.9715361025926958
full_finetune,2,OK,,0.9931647933448586,0.9982400671862071,0.8928456506920988,0.893491124260355,0.8928135433334723,0.893491124260355,0.8923623363247088,0.9652943078883538,0.6299019196976336,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/full_finetune/fold_2/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/full_finetune/fold_2,362052,362052,1.0,0.993963782696177,1.0,0.8978102189781022,0.8723404255319149,0.9726775956284153,0.9895942332286943,0.9953632148377125,1.0,0.872093023255814,0.7731958762886598,1.0,0.9138295197384964,0.9917355371900827,0.9966777408637874,0.8923884514435696,0.9239130434782609,0.9164086687306502,0.9758884102840221,0.9915966386554622,0.9962825278810409,0.9090909090909091,1.0,0.9597156398104265,0.9818650683022024
full_finetune,3,OK,,0.990989068455045,0.9982439982808375,0.8867141915332668,0.8856015779092702,0.8844369104243724,0.8856015779092702,0.8836371598144775,0.9737548728309222,0.5797253491676594,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/full_finetune/fold_3/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/full_finetune/fold_3,362052,362052,1.0,0.993963782696177,1.0,0.8708487084870848,0.8368794326241135,0.9672131147540983,0.98816029143898,0.9953775038520801,1.0,0.8654970760233918,0.7628865979381443,1.0,0.9439778727684184,0.9867986798679867,0.9967213114754099,0.8865979381443299,0.9347826086956522,0.9009287925696594,0.9855465069322924,0.9878163074039362,0.9962546816479401,0.9239130434782609,1.0,0.966824644549763,0.9773348201839978
full_finetune,4,OK,,0.9924826943968583,1.0,0.8951156974949118,0.8994082840236687,0.8979128787207128,0.8994082840236687,0.893611259461298,0.9731897978400299,0.5655227859653312,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/full_finetune/fold_4/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/full_finetune/fold_4,362052,362052,1.0,0.9919354838709677,1.0,0.9057971014492754,0.8865248226950354,0.9726775956284153,0.9936247723132969,0.9938271604938271,1.0,0.8520710059171598,0.7422680412371134,1.0,0.9408096555192357,0.9925558312655087,1.0,0.9086161879895561,0.9456521739130435,0.9226006191950464,0.986286848835644,0.9916123019571296,1.0,0.9139784946236559,1.0,0.9620853080568721,0.9720379146919431
full_finetune,5,OK,,0.9931403790782661,0.9904076868675065,0.8972127371543304,0.9112426035502958,0.909877418113284,0.9112426035502958,0.9010324775646833,0.9656210152582919,0.5541677824432798,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/full_finetune/fold_5/checkpoints/best_macro_f1.pt,/home/nugee/code-program/code-thesis/hibah/myocardial-infarction-localization/outputs/7_finetune_cnntransformer/20260615_034858/transfer_strategies/full_finetune/fold_5,362052,362052,1.0,0.993963782696177,0.9959514170040485,0.9642857142857143,0.9574468085106383,0.9890710382513661,0.9978878424989343,0.9984544049459042,0.9937888198757764,0.8242424242424242,0.7010309278350515,1.0,0.9080462660296705,0.9876339653751031,0.9869281045751634,0.9329758713136729,0.9456521739130435,0.9535603715170279,0.9850417283618252,0.9925093632958801,0.9849624060150376,0.8673469387755102,1.0,0.9383886255924171,0.9715082241427376
